chr	start	end	A549-control	A549-nutlin	GM12878-control	GM12878-nutlin	HCT116-control	HCT116-nutlin	HEK293-control	HEK293-nutlin	HeLa-control	HeLa-nutlin	HepG2-control	HepG2-nutlin	IMR90-control	IMR90-nutlin	MCF7-control	MCF7-nutlin	SKNSH-control	SKNSH-nutlin	U2OS-control	U2OS-nutlin	gene	sym
chr1	108450287	108450289	B	A	B	A	B	B	B	B	A	A	B	B	NA	NA	A	A	NA	NA	A	A	ENSG00000186086	NBPF6
chr1	109113679	109113681	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000116299	ELAPOR1
chr1	63593411	63593413	A	A	A	A	A	A	A	A	A	A	B	B	B	B	B	B	B	B	B	B	ENSG00000079739	PGM1
chr1	18107798	18107800	A	A	A	A	A	A	A	A	B	B	A	A	B	B	A	A	B	B	A	A	ENSG00000117154	IGSF21
chr1	113979441	113979443	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000116774	OLFML3
chr1	84479259	84479261	B	B	B	B	A	A	B	B	B	B	B	B	A	A	A	A	A	A	B	B	ENSG00000117133	RPF1
chr1	43389882	43389884	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000198198	SZT2
chr1	109711780	109711782	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000134201	GSTM5
chr1	109668022	109668024	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000213366	GSTM2
chr1	99646113	99646115	B	B	B	B	B	B	B	B	A	A	B	B	B	B	B	B	B	A	B	B	ENSG00000099260	PALMD
chr1	100719742	100719744	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	B	B	ENSG00000162692	VCAM1
chr1	113929324	113929326	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000163349	HIPK1
chr1	100538139	100538141	B	B	A	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	B	B	ENSG00000181656	GPR88
chr1	95234210	95234212	B	B	B	B	B	B	B	B	A	A	B	B	B	B	B	B	B	B	B	B	ENSG00000122481	RWDD3
chr1	117367449	117367451	A	A	A	A	A	A	A	A	A	A	B	B	B	B	A	A	B	B	A	A	ENSG00000198162	MAN1A2
chr1	112396214	112396216	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	B	B	A	A	ENSG00000143079	CTTNBP2NL
chr1	84999147	84999149	B	B	A	A	A	A	B	B	B	B	B	B	B	B	A	A	B	B	B	B	ENSG00000162643	DNAI3
chr1	110031577	110031579	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000143093	STRIP1
chr1	111346622	111346624	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	B	B	A	A	ENSG00000173947	PIFO
chr1	145095974	145095976	A	A	NA	NA	A	A	NA	NA	A	A	NA	A	NA	NA	A	A	NA	NA	NA	NA	ENSG00000215784	FAM72D
chr1	112673141	112673143	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000155363	MOV10
chr1	113073198	113073200	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000198799	LRIG2
chr1	99969351	99969353	A	B	A	A	A	A	B	B	A	A	B	B	A	A	A	A	A	A	A	A	ENSG00000117620	SLC35A3
chr1	99850361	99850363	B	B	A	A	A	A	B	B	A	A	B	B	B	A	A	A	A	A	B	A	ENSG00000162688	AGL
chr1	110150494	110150496	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000197106	SLC6A17
chr1	119415050	119415052	B	B	B	B	B	B	B	B	A	B	B	B	B	B	B	B	B	B	B	B	ENSG00000203859	HSD3B2
chr1	103525691	103525693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENSG00000185946	RNPC3
chr1	98661701	98661703	B	B	B	B	B	B	B	B	A	A	B	B	B	B	B	B	B	B	B	B	ENSG00000162627	SNX7
chr1	145824088	145824090	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000186141	POLR3C
chr1	109213918	109213920	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000031698	SARS1
chr1	100896076	100896078	B	B	A	A	B	B	B	B	B	B	B	B	A	A	B	B	A	A	B	B	ENSG00000162695	SLC30A7
chr1	109687814	109687816	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000134184	GSTM1
chr1	116909916	116909918	A	A	A	A	A	A	A	A	A	A	B	A	B	B	A	A	B	B	A	A	ENSG00000134247	PTGFRN
chr1	89995112	89995114	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	A	A	A	A	ENSG00000162664	ZNF326
chr1	115641991	115641993	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	B	B	A	A	ENSG00000173218	VANGL1
chr1	117606048	117606050	B	B	A	A	A	A	A	A	A	A	B	B	B	B	A	A	B	B	A	A	ENSG00000183508	TENT5C
chr1	150067279	150067281	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000136631	VPS45
chr1	114854863	114854865	A	A	B	B	A	A	A	A	A	A	B	B	B	B	B	B	B	B	A	A	ENSG00000198765	SYCP1
chr1	151197949	151197951	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000143398	PIP5K1A
chr1	150321533	150321535	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000117360	PRPF3
chr1	113905213	113905215	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000118655	DCLRE1B
chr1	146938744	146938746	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	NA	NA	A	A	ENSG00000268043	NBPF12
chr1	112619832	112619834	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000116489	CAPZA1
chr1	115029826	115029828	A	A	B	B	A	A	A	A	A	A	B	A	B	B	B	B	B	B	A	A	ENSG00000134200	TSHB
chr1	150268200	150268202	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000118292	C1orf54
chr1	117929724	117929726	B	B	B	B	B	B	A	A	A	A	B	B	B	B	A	A	B	B	A	A	ENSG00000065183	WDR3
chr1	152842856	152842858	B	B	B	A	B	A	A	A	B	B	B	A	B	B	B	B	B	B	A	A	ENSG00000235942	LCE6A
chr1	150149183	150149185	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000023902	PLEKHO1
chr1	115976513	115976515	A	A	B	A	A	A	A	A	A	A	B	B	B	B	A	A	B	B	A	A	ENSG00000163393	SLC22A15
chr1	147242654	147242656	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	B	B	A	A	ENSG00000131778	CHD1L
chr1	151156664	151156666	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000163156	SCNM1
chr1	151399573	151399575	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000159377	PSMB4
chr1	153031203	153031205	B	B	B	B	B	B	A	A	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000169469	SPRR1B
chr1	148808181	148808183	NA	NA	NA	NA	NA	A	NA	NA	NA	A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENSG00000178104	PDE4DIP
chr1	100345001	100345003	A	A	A	A	A	A	B	B	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000079335	CDC14A
chr1	110871188	110871190	A	B	A	A	A	A	A	A	A	A	A	A	B	B	A	A	B	B	A	A	ENSG00000143119	CD53
chr1	155002657	155002659	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000160685	ZBTB7B
chr1	121184975	121184977	A	A	B	B	A	A	A	A	A	A	A	A	NA	NA	A	A	NA	NA	A	A	ENSG00000171943	SRGAP2C
chr1	152811971	152811973	B	B	B	A	B	A	A	A	B	B	B	A	B	B	B	B	B	B	A	A	ENSG00000196734	LCE1B
chr1	150282543	150282545	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000159208	CIART
chr1	151281618	151281620	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000143373	ZNF687
chr1	117060326	117060328	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	B	A	A	A	ENSG00000116830	TTF2
chr1	149390614	149390616	A	A	NA	NA	A	A	NA	NA	A	A	NA	A	NA	NA	A	A	NA	NA	NA	NA	ENSG00000286219	NOTCH2NLC
chr1	154974653	154974655	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000173207	CKS1B
chr1	153678688	153678690	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000169418	NPR1
chr1	152859996	152859998	B	B	B	A	B	A	A	A	B	B	B	A	B	B	B	B	B	B	A	A	ENSG00000285946	
chr1	113390749	113390751	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	A	A	A	A	ENSG00000081026	MAGI3
chr1	111542218	111542220	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000116473	RAP1A
chr1	110112443	110112445	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000186150	UBL4B
chr1	153774354	153774356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENSG00000143554	SLC27A3
chr1	151070578	151070580	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000143458	GABPB2
chr1	150257774	150257776	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000118298	CA14
chr1	154321090	154321092	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000143595	AQP10
chr1	120723946	120723948	NA	NA	NA	NA	A	A	NA	NA	NA	NA	A	A	NA	NA	NA	NA	NA	NA	NA	NA	ENSG00000286106	NOTCH2NLR
chr1	145964702	145964704	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000121851	POLR3GL
chr1	153357854	153357856	A	A	A	A	A	A	A	A	B	B	A	A	B	B	A	A	B	B	A	A	ENSG00000163220	S100A9
chr1	154983338	154983340	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000160688	FLAD1
chr1	111448864	111448866	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	B	B	A	A	ENSG00000116459	ATP5PB
chr1	160400564	160400566	A	A	A	A	A	A	A	A	B	B	A	A	B	B	B	B	B	B	A	A	ENSG00000162738	VANGL2
chr1	145845630	145845632	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000186364	NUDT17
chr1	152827473	152827475	B	B	B	A	B	A	A	A	B	B	B	A	B	B	B	B	B	B	A	A	ENSG00000186844	LCE1A
chr1	153217584	153217586	B	B	A	A	A	A	A	A	B	B	A	A	B	B	A	A	B	B	A	A	ENSG00000203783	PRR9
chr1	116754430	116754432	A	A	A	A	A	A	A	A	A	A	B	B	B	B	A	A	B	B	A	A	ENSG00000116824	CD2
chr1	63367575	63367577	A	B	B	A	A	A	A	A	B	A	B	B	B	B	B	B	B	B	B	B	ENSG00000088035	ALG6
chr1	152878322	152878324	B	B	B	A	B	A	A	A	B	B	B	A	B	B	B	B	B	B	A	A	ENSG00000163206	SMCP
chr1	120723949	120723951	NA	NA	NA	NA	A	A	NA	NA	NA	NA	A	A	NA	NA	NA	NA	NA	NA	NA	NA	ENSG00000273136	NBPF26
chr1	152985231	152985233	B	B	B	A	B	A	A	A	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000169474	SPRR1A
chr1	121087345	121087347	A	A	B	B	A	A	A	A	A	A	B	B	NA	NA	A	A	NA	NA	A	A	ENSG00000198019	FCGR1B
chr1	154993586	154993588	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000163352	LENEP
chr1	152947154	152947156	B	B	B	A	B	A	A	A	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000283227	SPRR5
chr1	145607990	145607992	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	NA	A	A	ENSG00000117262	GPR89A
chr1	153259687	153259689	B	B	A	A	A	A	A	A	B	B	A	A	B	B	A	A	B	B	A	A	ENSG00000203782	LORICRIN
chr1	153728050	153728052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENSG00000143624	INTS3
chr1	162378841	162378843	B	B	B	A	A	A	A	A	A	B	B	B	B	B	A	A	B	B	A	A	ENSG00000239887	C1orf226
chr1	153416520	153416522	A	A	A	A	A	A	A	A	B	B	A	A	B	B	A	A	B	B	A	A	ENSG00000184330	S100A7A
chr1	160081538	160081540	A	A	A	A	A	A	A	A	B	B	A	A	B	B	A	A	B	B	A	A	ENSG00000162728	KCNJ9
chr1	109910242	109910244	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000184371	CSF1
chr1	151510510	151510512	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000143375	CGN
chr1	151156649	151156651	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000163154	TNFAIP8L2
chr1	154220179	154220181	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000143569	UBAP2L
chr1	152970648	152970650	B	B	B	A	B	A	A	A	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000184148	SPRR4
chr1	159437845	159437847	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000196184	OR10J1
chr1	95117923	95117925	A	A	B	B	A	A	B	B	A	A	B	B	B	B	B	B	B	B	B	B	ENSG00000271092	TLCD4-RWDD3
chr1	145719471	145719473	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000117281	CD160
chr1	169662007	169662009	B	B	A	A	B	B	B	B	B	B	B	B	B	B	B	B	A	A	B	B	ENSG00000000460	C1orf112
chr1	158930796	158930798	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000163564	PYHIN1
chr1	183023420	183023422	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000135862	LAMC1
chr1	158178030	158178032	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000158473	CD1D
chr1	165631234	165631236	B	B	A	A	A	A	A	B	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000143198	MGST3
chr1	160190575	160190577	A	A	A	A	A	A	A	A	B	B	A	A	B	B	A	A	B	B	A	A	ENSG00000143318	CASQ1
chr1	160343383	160343385	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	A	A	A	A	ENSG00000162736	NCSTN
chr1	172659103	172659105	B	A	A	A	A	A	B	B	B	B	B	B	A	A	B	B	A	A	A	A	ENSG00000117560	FASLG
chr1	168178962	168178964	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	A	A	A	A	ENSG00000143155	TIPRL
chr1	167630232	167630234	A	A	A	A	A	A	A	A	B	B	A	A	B	B	A	A	B	B	A	A	ENSG00000198771	RCSD1
chr1	168225938	168225940	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	A	A	A	A	ENSG00000213064	SFT2D2
chr1	165827614	165827616	B	B	A	A	A	A	A	A	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000143179	UCK2
chr1	179025804	179025806	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000116199	FAM20B
chr1	171090905	171090907	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	B	B	ENSG00000007933	FMO3
chr1	145927258	145927260	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000280778	
chr1	180154869	180154871	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000116260	QSOX1
chr1	169367970	169367972	A	B	A	A	A	A	B	B	A	A	A	A	B	B	A	B	A	A	A	A	ENSG00000117475	BLZF1
chr1	179743163	179743165	B	B	B	B	A	A	A	A	B	B	A	A	B	B	A	A	B	B	A	A	ENSG00000143340	FAM163A
chr1	167220886	167220888	B	B	A	A	A	A	A	A	B	B	A	B	B	B	A	A	B	B	A	A	ENSG00000143190	POU2F1
chr1	179365720	179365722	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	ENSG00000162779	AXDND1
chr1	84506300	84506302	B	B	A	A	A	A	B	B	B	B	B	B	A	A	A	A	A	A	A	A	ENSG00000122432	SPATA1
chr1	153001749	153001751	B	B	B	B	B	B	A	A	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000163209	SPRR3
chr1	160115759	160115761	A	A	A	A	A	A	A	A	B	B	A	A	B	B	A	A	B	B	A	A	ENSG00000018625	ATP1A2
chr1	159204875	159204877	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000213088	ACKR1
chr1	111290862	111290864	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	B	B	A	A	ENSG00000134216	CHIA
chr1	152908546	152908548	B	B	B	A	B	A	A	A	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000163207	IVL
chr1	157993273	157993275	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000183853	KIRREL1
chr1	167935783	167935785	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000143164	DCAF6
chr1	180230264	180230266	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000121454	LHX4
chr1	35930718	35930720	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000126070	AGO3
chr1	183186238	183186240	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000058085	LAMC2
chr1	192809039	192809041	B	B	B	B	A	A	B	B	B	B	B	B	B	B	B	B	B	A	B	B	ENSG00000116741	RGS2
chr1	207088860	207088862	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	B	B	A	A	ENSG00000123843	C4BPB
chr1	168576605	168576607	A	B	B	B	A	A	B	B	A	A	A	A	B	B	B	B	A	A	B	B	ENSG00000143184	XCL1
chr1	226548764	226548766	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	ENSG00000203685	STUM
chr1	160367071	160367073	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	A	A	A	A	ENSG00000171786	NHLH1
chr1	203090654	203090656	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000163485	ADORA1
chr1	207104233	207104235	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	B	B	A	A	ENSG00000123838	C4BPA
chr1	196652043	196652045	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000000971	CFH
chr1	200739558	200739560	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000118200	CAMSAP2
chr1	163266576	163266578	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000143228	NUF2
chr1	205568885	205568887	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000174514	MFSD4A
chr1	168280877	168280879	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	A	A	A	A	ENSG00000143178	TBX19
chr1	56645314	56645316	B	B	B	B	B	B	A	A	B	B	A	A	B	B	B	B	B	B	B	B	ENSG00000162409	PRKAA2
chr1	200027710	200027712	A	A	A	A	A	A	B	B	B	B	B	B	A	A	A	B	A	A	B	B	ENSG00000116833	NR5A2
chr1	149390623	149390625	A	A	NA	NA	A	A	NA	NA	A	A	NA	A	NA	NA	A	A	NA	NA	NA	NA	ENSG00000286185	
chr1	151540309	151540311	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000143367	TUFT1
chr1	171841498	171841500	B	B	A	A	A	A	B	B	B	B	B	B	B	B	B	B	A	A	A	A	ENSG00000197959	DNM3
chr1	172420685	172420687	A	A	A	A	A	A	B	B	B	B	B	B	B	B	B	B	A	A	A	A	ENSG00000180999	C1orf105
chr1	153203430	153203432	B	B	A	A	A	A	A	A	B	B	A	A	B	B	A	A	B	B	A	A	ENSG00000203784	LELP1
chr1	244969705	244969707	A	A	A	A	A	A	A	A	B	B	A	A	A	A	A	A	A	A	A	A	ENSG00000203666	EFCAB2
chr1	160796074	160796076	A	A	A	A	A	A	A	A	B	B	A	A	B	B	B	A	B	B	A	A	ENSG00000122224	LY9
chr1	179591613	179591615	B	B	B	B	A	A	B	B	B	B	B	B	B	B	B	B	B	B	B	A	ENSG00000162782	TDRD5
chr1	246724409	246724411	B	B	A	A	A	B	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000143653	SCCPDH
chr1	179954810	179954812	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000135837	CEP350
chr1	203007374	203007376	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000163444	TMEM183A
chr1	219173878	219173880	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	B	B	ENSG00000143353	LYPLAL1
chr1	167721192	167721194	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000197965	MPZL1
chr1	244454377	244454379	A	A	A	A	A	B	B	B	B	B	B	B	A	A	B	B	A	A	A	A	ENSG00000179397	CATSPERE
chr1	173477335	173477337	A	A	A	A	A	A	B	B	A	B	B	B	A	A	B	B	A	A	A	A	ENSG00000117592	PRDX6
chr1	235327350	235327352	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000152904	GGPS1
chr1	236348257	236348259	B	B	A	A	B	B	A	A	B	B	B	B	B	B	A	A	B	B	B	B	ENSG00000186197	EDARADD
chr1	171185300	171185302	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	B	B	ENSG00000094963	FMO2
chr1	214281102	214281104	B	B	B	B	B	B	B	B	B	B	A	A	B	B	B	B	B	B	B	B	ENSG00000143499	SMYD2
chr1	228735479	228735481	A	A	B	B	A	A	A	A	A	A	A	A	B	B	A	A	B	B	A	A	ENSG00000116574	RHOU
chr1	179082070	179082072	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000186283	TOR3A
chr1	185045558	185045560	B	B	A	B	A	A	B	B	A	A	B	B	A	A	A	A	A	A	A	B	ENSG00000121481	RNF2
chr1	217631324	217631326	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	B	B	B	B	ENSG00000162814	SPATA17
chr1	202007945	202007947	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000163435	ELF3
chr1	170662728	170662730	B	B	B	B	B	B	B	B	B	B	B	B	A	B	B	B	A	A	B	B	ENSG00000116132	PRRX1
chr1	159171609	159171611	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	A	A	ENSG00000162706	CADM3
chr1	212035748	212035750	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000143476	DTL
chr1	209686178	209686180	B	B	B	A	A	B	A	A	B	B	B	B	B	B	B	B	A	A	A	A	ENSG00000117594	HSD11B1
chr1	179293797	179293799	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000057252	SOAT1
chr1	246566444	246566446	B	B	A	A	A	A	A	A	A	B	A	A	A	A	A	A	A	A	A	A	ENSG00000162852	CNST
chr1	204073115	204073117	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000143842	SOX13
chr1	203305491	203305493	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000159388	BTG2
chr1	227563556	227563558	A	A	B	B	A	A	A	A	A	A	A	A	B	B	A	A	B	B	A	A	ENSG00000181450	ZNF678
chr1	197911902	197911904	B	B	B	B	B	B	B	B	A	B	B	B	A	A	B	B	A	A	B	B	ENSG00000143355	LHX9
chr1	209827972	209827974	B	B	B	B	A	A	A	A	B	B	B	B	B	B	B	B	A	A	A	A	ENSG00000117597	UTP25
chr1	244653126	244653128	A	A	A	A	A	A	B	B	B	B	B	B	B	A	B	B	A	A	A	A	ENSG00000121644	DESI2
chr1	245154985	245154987	B	B	A	A	A	B	A	A	B	B	A	A	B	B	A	A	A	A	A	A	ENSG00000162849	KIF26B
chr1	218285293	218285295	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000067533	RRP15
chr1	248095184	248095186	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000196071	OR2L13
chr1	174999163	174999165	B	B	A	A	A	A	B	B	A	A	A	A	B	B	B	B	B	B	B	B	ENSG00000116161	CACYBP
chr1	203026498	203026500	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000143847	PPFIA4
chr1	220094132	220094134	B	B	A	A	A	A	A	A	A	A	A	A	B	B	A	A	A	A	A	A	ENSG00000067704	IARS2
chr1	202348699	202348701	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000077157	PPP1R12B
chr1	223701645	223701647	A	A	A	A	A	A	A	A	B	B	A	A	A	A	A	A	A	A	A	A	ENSG00000162909	CAPN2
chr1	197902630	197902632	B	B	B	B	B	B	B	B	A	B	B	B	A	A	B	B	A	A	B	B	ENSG00000203724	C1orf53
chr1	203475806	203475808	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000188783	PRELP
chr1	229271075	229271077	A	A	A	A	A	A	A	A	A	A	A	A	B	B	A	A	B	B	A	A	ENSG00000168118	RAB4A
chr1	247965233	247965235	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	ENSG00000187080	OR2AK2
chr1	230978981	230978983	A	A	A	A	A	A	A	A	B	B	A	A	B	B	A	A	B	B	A	A	ENSG00000173409	ARV1
chr1	209900923	209900925	B	B	B	B	B	B	A	A	B	B	B	B	B	B	B	B	A	A	A	A	ENSG00000143469	SYT14
chr1	182839347	182839349	B	B	A	A	A	A	A	A	B	B	A	A	B	A	A	A	B	B	A	A	ENSG00000135829	DHX9
chr1	52056295	52056297	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000134717	BTF3L4
chr1	185157080	185157082	B	B	B	B	A	A	B	B	A	A	B	B	A	A	A	A	A	A	B	B	ENSG00000116668	SWT1
chr1	224114111	224114113	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	ENSG00000143756	FBXO28
chr1	178513109	178513111	B	B	B	B	A	A	B	B	B	A	A	A	A	A	A	A	B	B	A	A	ENSG00000240021	TEX35
