chr	start	end	gene	sym
chr1	155173787	155173789	ENSG00000163462	TRIM46
chr1	155277463	155277465	ENSG00000143630	HCN3
chr1	67138907	67138909	ENSG00000162594	IL23R
chr1	207645113	207645115	ENSG00000197721	CR1L
chr1	207752054	207752056	ENSG00000117335	CD46
chr1	10398592	10398594	ENSG00000142657	PGD
chr1	10430102	10430104	ENSG00000251503	CENPS-CORT
chr1	10430433	10430435	ENSG00000175279	CENPS
chr1	67307364	67307366	ENSG00000081985	IL12RB2
chr1	203765177	203765179	ENSG00000122188	LAX1
chr1	203795714	203795716	ENSG00000257315	ZBED6
chr1	203802094	203802096	ENSG00000288644	
chr1	203861599	203861601	ENSG00000182004	SNRPE
chr1	27935000	27935002	ENSG00000130768	SMPDL3B
chr1	27959588	27959590	ENSG00000158156	XKR8
chr1	45340052	45340054	ENSG00000132773	TOE1
chr1	45500300	45500302	ENSG00000132763	MMACHC
chr1	247507058	247507060	ENSG00000169224	GCSAML
chr1	247588360	247588362	ENSG00000177489	OR2G2
chr1	247605586	247605588	ENSG00000177476	OR2G3
chr1	247416156	247416158	ENSG00000162711	NLRP3
chr1	239386565	239386567	ENSG00000133019	CHRM3
chr1	108560089	108560091	ENSG00000162636	FAM102B
chr1	108692310	108692312	ENSG00000134186	PRPF38B
chr1	108712908	108712910	ENSG00000143107	FNDC7
chr1	108746674	108746676	ENSG00000116266	STXBP3
chr1	109090764	109090766	ENSG00000215717	TMEM167B
chr1	247617143	247617145	ENSG00000198452	OR14L1P
chr1	155687960	155687962	ENSG00000132676	DAP3
chr1	155859567	155859569	ENSG00000132718	SYT11
chr1	156054782	156054784	ENSG00000116586	LAMTOR2
chr1	156061160	156061162	ENSG00000132698	RAB25
chr1	156147366	156147368	ENSG00000196189	SEMA4A
chr1	156212982	156212984	ENSG00000260238	PMF1-BGLAP
chr1	156212993	156212995	ENSG00000160783	PMF1
chr1	156242184	156242186	ENSG00000242252	BGLAP
chr1	156282935	156282937	ENSG00000163472	TMEM79
chr1	156369211	156369213	ENSG00000132677	RHBG
chr1	47023669	47023671	ENSG00000186377	CYP4X1
chr1	47067231	47067233	ENSG00000186160	CYP4Z1
chr1	47137435	47137437	ENSG00000162365	CYP4A22
chr1	47416285	47416287	ENSG00000186790	FOXE3
chr1	207321678	207321680	ENSG00000196352	CD55
chr1	53891239	53891241	ENSG00000211452	DIO1
chr1	165544000	165544002	ENSG00000162763	LRRC52
chr1	201283506	201283508	ENSG00000081277	PKP1
chr1	23019443	23019445	ENSG00000004487	KDM1A
chr1	170145959	170145961	ENSG00000203740	METTL11B
chr1	50024029	50024031	ENSG00000162374	ELAVL4
chr1	234373456	234373458	ENSG00000168275	COA6
chr1	10450031	10450033	ENSG00000241563	CORT
chr1	69567922	69567924	ENSG00000033122	LRRC7
chr1	65420652	65420654	ENSG00000116678	LEPR
chr1	164555584	164555586	ENSG00000185630	PBX1
chr1	151254734	151254736	ENSG00000159352	PSMD4
chr1	160205384	160205386	ENSG00000162734	PEA15
chr1	9234774	9234776	ENSG00000049239	H6PD
chr1	47438044	47438046	ENSG00000186564	FOXD2
chr1	19596979	19596981	ENSG00000158747	NBL1
chr1	186296279	186296281	ENSG00000116690	PRG4
chr1	43705824	43705826	ENSG00000126091	ST3GAL3
chr1	59296638	59296640	ENSG00000172456	FGGY
chr1	231626815	231626817	ENSG00000162946	DISC1
chr1	20139323	20139325	ENSG00000158786	PLA2G2F
chr1	39955145	39955147	ENSG00000168389	MFSD2A
chr1	2586491	2586493	ENSG00000157870	PRXL2B
chr1	155033824	155033826	ENSG00000163357	DCST1
chr1	155941638	155941640	ENSG00000173080	RXFP4
chr1	26190561	26190563	ENSG00000188782	CATSPER4
chr1	201888680	201888682	ENSG00000198892	SHISA4
chr1	24319357	24319359	ENSG00000158055	GRHL3
chr1	89364059	89364061	ENSG00000183347	GBP6
chr1	11934205	11934207	ENSG00000083444	PLOD1
chr1	12019466	12019468	ENSG00000116691	MIIP
chr1	12063303	12063305	ENSG00000120949	TNFRSF8
chr1	32651142	32651144	ENSG00000162521	RBBP4
chr1	32741830	32741832	ENSG00000162522	KIAA1522
chr1	32816767	32816769	ENSG00000116497	S100PBP
chr1	32885994	32885996	ENSG00000121905	HPCA
chr1	161152776	161152778	ENSG00000143222	UFC1
chr1	161159450	161159452	ENSG00000143258	USP21
chr1	161166056	161166058	ENSG00000143224	PPOX
chr1	161215234	161215236	ENSG00000158869	FCER1G
chr1	161225939	161225941	ENSG00000158882	TOMM40L
chr1	161258745	161258747	ENSG00000248485	PCP4L1
chr1	147902795	147902797	ENSG00000121634	GJA8
chr1	147928393	147928395	ENSG00000188092	GPR89B
chr1	11980181	11980183	ENSG00000116688	MFN2
chr1	40245947	40245949	ENSG00000188800	TMCO2
chr1	40258041	40258043	ENSG00000084073	ZMPSTE24
chr1	40344850	40344852	ENSG00000084070	SMAP2
chr1	40450102	40450104	ENSG00000187801	ZFP69B
chr1	25811470	25811472	ENSG00000255054	
chr1	25818640	25818642	ENSG00000117640	MTFR1L
chr1	44405194	44405196	ENSG00000187147	RNF220
chr1	44674692	44674694	ENSG00000198520	ARMH1
chr1	44739818	44739820	ENSG00000142945	KIF2C
chr1	44775251	44775253	ENSG00000142937	RPS8
chr1	44800377	44800379	ENSG00000173846	PLK3
chr1	44808482	44808484	ENSG00000222009	BTBD19
chr1	45010950	45010952	ENSG00000126088	UROD
chr1	6555307	6555309	ENSG00000173662	TAS1R1
chr1	6579994	6579996	ENSG00000204859	ZBTB48
chr1	89579592	89579594	ENSG00000288629	
chr1	89633072	89633074	ENSG00000171488	LRRC8C
chr1	22563489	22563491	ENSG00000070886	EPHA8
chr1	22636628	22636630	ENSG00000173372	C1QA
chr1	22643633	22643635	ENSG00000159189	C1QC
chr1	22652762	22652764	ENSG00000173369	C1QB
chr1	27773219	27773221	ENSG00000117758	STX12
chr1	27830782	27830784	ENSG00000117751	PPP1R8
chr1	27872543	27872545	ENSG00000130775	THEMIS2
chr1	17205128	17205130	ENSG00000142623	PADI1
chr1	17249098	17249100	ENSG00000142619	PADI3
chr1	85580761	85580763	ENSG00000142871	CCN1
chr1	222618097	222618099	ENSG00000154305	MIA3
chr1	222712553	222712555	ENSG00000162819	BROX
chr1	222737207	222737209	ENSG00000197520	FAM177B
chr1	42817122	42817124	ENSG00000164010	ERMAP
chr1	42846573	42846575	ENSG00000164011	ZNF691
chr1	222815022	222815024	ENSG00000154309	DISP1
chr1	170532131	170532133	ENSG00000120370	GORAB
chr1	119507198	119507200	ENSG00000203857	HSD3B1
chr1	119648411	119648413	ENSG00000092621	PHGDH
chr1	235367360	235367362	ENSG00000284770	TBCE
chr1	46489836	46489838	ENSG00000197587	DMBX1
chr1	153967534	153967536	ENSG00000143578	CREB3L4
chr1	153990762	153990764	ENSG00000177954	RPS27
chr1	3857267	3857269	ENSG00000169598	DFFB
chr1	147611590	147611592	ENSG00000288626	
chr1	184387029	184387031	ENSG00000116667	C1orf21
chr1	161524540	161524542	ENSG00000173110	HSPA6
chr1	161663147	161663149	ENSG00000072694	FCGR2B
chr1	161505430	161505432	ENSG00000143226	FCGR2A
chr1	110451149	110451151	ENSG00000143125	PROK1
chr1	244048939	244048941	ENSG00000179456	ZBTB18
chr1	155320894	155320896	ENSG00000160753	RUSC1
chr1	155610205	155610207	ENSG00000125459	MSTO1
chr1	155308748	155308750	ENSG00000160752	FDPS
chr1	108875350	108875352	ENSG00000121957	GPSM2
chr1	215005775	215005777	ENSG00000082482	KCNK2
chr1	193059612	193059614	ENSG00000116747	RO60
chr1	156337314	156337316	ENSG00000163467	TSACC
chr1	43172330	43172332	ENSG00000243710	CFAP57
chr1	11273198	11273200	ENSG00000120942	UBIAD1
chr1	53459399	53459401	ENSG00000143006	DMRTB1
chr1	27725961	27725963	ENSG00000009780	FAM76A
chr1	155050566	155050568	ENSG00000143537	ADAM15
chr1	150293861	150293863	ENSG00000266472	MRPS21
chr1	48222685	48222687	ENSG00000117834	SLC5A9
chr1	211258377	211258379	ENSG00000117625	RCOR3
chr1	31297032	31297034	ENSG00000121766	ZCCHC17
chr1	166839447	166839449	ENSG00000143157	POGK
chr1	77888513	77888515	ENSG00000162614	NEXN
chr1	183636085	183636087	ENSG00000143344	RGL1
chr1	119368779	119368781	ENSG00000116882	HAO2
chr1	61742480	61742482	ENSG00000132849	PATJ
chr1	96721665	96721667	ENSG00000117569	PTBP2
chr1	110211343	110211345	ENSG00000116396	KCNC4
chr1	203626832	203626834	ENSG00000058668	ATP2B4
chr1	12773738	12773740	ENSG00000116726	PRAMEF12
chr1	178094104	178094106	ENSG00000075391	RASAL2
chr1	236518000	236518002	ENSG00000116977	LGALS8
chr1	1434861	1434863	ENSG00000179403	VWA1
chr1	1449689	1449691	ENSG00000215915	ATAD3C
chr1	229626247	229626249	ENSG00000135763	URB2
chr1	19882395	19882397	ENSG00000169914	OTUD3
chr1	248348775	248348777	ENSG00000177174	OR14C36
chr1	43933320	43933322	ENSG00000117407	ARTN
chr1	43946950	43946952	ENSG00000117408	IPO13
chr1	43970000	43970002	ENSG00000132768	DPH2
chr1	43974487	43974489	ENSG00000117410	ATP6V0B
chr1	43991359	43991361	ENSG00000159214	CCDC24
chr1	248403048	248403050	ENSG00000175143	OR2T1
chr1	248473351	248473353	ENSG00000196539	OR2T3
chr1	248488589	248488591	ENSG00000203661	OR2T5
chr1	152613811	152613813	ENSG00000187238	LCE3B
chr1	152663380	152663382	ENSG00000187223	LCE2D
chr1	152675295	152675297	ENSG00000187180	LCE2C
chr1	152686123	152686125	ENSG00000159455	LCE2B
chr1	152698345	152698347	ENSG00000187173	LCE2A
chr1	13315581	13315583	ENSG00000204501	PRAMEF15
chr1	13389632	13389634	ENSG00000204479	PRAMEF17
chr1	13416351	13416353	ENSG00000204478	PRAMEF20
chr1	92029985	92029987	ENSG00000172031	EPHX4
chr1	1632163	1632165	ENSG00000189409	MMP23B
chr1	1915108	1915110	ENSG00000169885	CALML6
chr1	158254424	158254426	ENSG00000158477	CD1A
chr1	158289923	158289925	ENSG00000158481	CD1C
chr1	158353696	158353698	ENSG00000158488	CD1E
chr1	93345907	93345909	ENSG00000117505	DR1
chr1	206684905	206684907	ENSG00000162889	MAPKAPK2
chr1	206897443	206897445	ENSG00000162892	IL24
chr1	107056674	107056676	ENSG00000198890	PRMT6
chr1	26280086	26280088	ENSG00000142669	SH3BGRL3
chr1	26317958	26317960	ENSG00000169442	CD52
chr1	31576485	31576487	ENSG00000142910	TINAGL1
chr1	31617686	31617688	ENSG00000121764	HCRTR1
chr1	206770764	206770766	ENSG00000142224	IL19
chr1	226061851	226061853	ENSG00000163041	H3-3A
chr1	226223618	226223620	ENSG00000185155	MIXL1
chr1	224175756	224175758	ENSG00000143753	DEGS1
chr1	224356858	224356860	ENSG00000143771	CNIH4
chr1	39491636	39491638	ENSG00000183682	BMP8A
chr1	150487364	150487366	ENSG00000143374	TARS2
chr1	150508062	150508064	ENSG00000143369	ECM1
chr1	228006998	228007000	ENSG00000154342	WNT3A
chr1	228082660	228082662	ENSG00000143761	ARF1
chr1	228149930	228149932	ENSG00000198835	GJC2
chr1	228165804	228165806	ENSG00000181873	IBA57
chr1	228458107	228458109	ENSG00000196890	H2BU1
chr1	228487382	228487384	ENSG00000168159	RNF187
chr1	42658335	42658337	ENSG00000171960	PPIH
chr1	42682418	42682420	ENSG00000065978	YBX1
chr1	42767249	42767251	ENSG00000164008	C1orf50
chr1	42767292	42767294	ENSG00000283580	
chr1	24415802	24415804	ENSG00000001461	NIPAL3
chr1	24502351	24502353	ENSG00000117602	RCAN3
chr1	24556087	24556089	ENSG00000184454	NCMAP
chr1	32179675	32179677	ENSG00000084652	TXLNA
chr1	32205671	32205673	ENSG00000160051	IQCC
chr1	32247222	32247224	ENSG00000183615	FAM167B
chr1	32251239	32251241	ENSG00000182866	LCK
chr1	32292083	32292085	ENSG00000116478	HDAC1
chr1	32351521	32351523	ENSG00000162526	TSSK3
chr1	32221077	32221079	ENSG00000084623	EIF3I
chr1	28736621	28736623	ENSG00000198492	YTHDF2
chr1	28812142	28812144	ENSG00000116329	OPRD1
chr1	220786913	220786915	ENSG00000186205	MTARC1
chr1	220786990	220786992	ENSG00000286231	
chr1	220879431	220879433	ENSG00000136630	HLX
chr1	220528136	220528138	ENSG00000116141	MARK1
chr1	220690363	220690365	ENSG00000162817	C1orf115
chr1	173824653	173824655	ENSG00000117593	DARS2
chr1	173868082	173868084	ENSG00000185278	ZBTB37
chr1	161098361	161098363	ENSG00000162755	KLHDC9
chr1	161118086	161118088	ENSG00000158793	NIT1
chr1	226940286	226940288	ENSG00000163050	COQ8A
chr1	38991276	38991278	ENSG00000174574	AKIRIN1
chr1	39026318	39026320	ENSG00000168653	NDUFS5
chr1	226870184	226870186	ENSG00000288674	
chr1	111139627	111139629	ENSG00000134255	CEPT1
chr1	111200771	111200773	ENSG00000064886	CHI3L2
chr1	154325525	154325527	ENSG00000143515	ATP8B2
chr1	154405193	154405195	ENSG00000160712	IL6R
chr1	20186096	20186098	ENSG00000162543	UBXN10
chr1	161314381	161314383	ENSG00000143252	SDHC
chr1	150887136	150887138	ENSG00000283324	CTXND2
chr1	161197104	161197106	ENSG00000158864	NDUFS2
chr1	45583846	45583848	ENSG00000132780	NASP
chr1	45688181	45688183	ENSG00000159596	TMEM69
chr1	207496147	207496149	ENSG00000203710	CR1
chr1	228139962	228139964	ENSG00000143774	GUK1
chr1	66924957	66924959	ENSG00000198160	MIER1
chr1	8318114	8318116	ENSG00000162426	SLC45A1
chr1	3772749	3772751	ENSG00000235169	SMIM1
chr1	111473792	111473794	ENSG00000143110	C1orf162
chr1	28668784	28668786	ENSG00000162419	GMEB1
chr1	26234200	26234202	ENSG00000130695	CEP85
chr1	89524829	89524831	ENSG00000197147	LRRC8B
chr1	92080305	92080307	ENSG00000189195	BTBD8
chr1	203795654	203795656	ENSG00000058673	ZC3H11A
chr1	158999968	158999970	ENSG00000163565	IFI16
chr1	192636147	192636149	ENSG00000127074	RGS13
chr1	163068775	163068777	ENSG00000117152	RGS4
chr1	40040233	40040235	ENSG00000131236	CAP1
chr1	179882042	179882044	ENSG00000143337	TOR1AIP1
chr1	22710839	22710841	ENSG00000133216	EPHB2
chr1	21440128	21440130	ENSG00000142794	NBPF3
chr1	54542257	54542259	ENSG00000162390	ACOT11
chr1	45550543	45550545	ENSG00000117448	AKR1A1
chr1	28887091	28887093	ENSG00000159023	EPB41
chr1	33860475	33860477	ENSG00000176256	HMGB4
chr1	33081104	33081106	ENSG00000142920	AZIN2
chr1	227815693	227815695	ENSG00000185888	PRSS38
chr1	13068677	13068679	ENSG00000229571	PRAMEF25
chr1	13060769	13060771	ENSG00000277058	HNRNPCL3
chr1	78619902	78619904	ENSG00000137959	IFI44L
chr1	109494052	109494054	ENSG00000174151	CYB561D1
chr1	109539872	109539874	ENSG00000156097	GPR61
chr1	109548615	109548617	ENSG00000065135	GNAI3
chr1	109656099	109656101	ENSG00000168765	GSTM4
chr1	960584	960586	ENSG00000187961	KLHL17
chr1	966482	966484	ENSG00000187583	PLEKHN1
chr1	1001138	1001140	ENSG00000187608	ISG15
chr1	1020120	1020122	ENSG00000188157	AGRN
chr1	54184041	54184043	ENSG00000116221	MRPL37
chr1	230642481	230642483	ENSG00000135775	COG2
chr1	230747384	230747386	ENSG00000135773	CAPN9
chr1	78649796	78649798	ENSG00000137965	IFI44
chr1	154502219	154502221	ENSG00000163239	TDRD10
chr1	154567778	154567780	ENSG00000160716	CHRNB2
chr1	46668855	46668857	ENSG00000186118	TEX38
chr1	46757838	46757840	ENSG00000142973	CYP4B1
chr1	226870184	226870186	ENSG00000143801	PSEN2
chr1	161706972	161706974	ENSG00000132185	FCRLA
chr1	161721563	161721565	ENSG00000162746	FCRLB
chr1	161749758	161749760	ENSG00000081721	DUSP12
chr1	211326615	211326617	ENSG00000082512	TRAF5
chr1	161766298	161766300	ENSG00000118217	ATF6
chr1	75724431	75724433	ENSG00000117054	ACADM
chr1	75786197	75786199	ENSG00000137955	RABGGTB
chr1	75796882	75796884	ENSG00000057468	MSH4
chr1	197268204	197268206	ENSG00000134376	CRB1
chr1	43337818	43337820	ENSG00000117400	MPL
chr1	43358981	43358983	ENSG00000117399	CDC20
chr1	109616104	109616106	ENSG00000116337	AMPD2
chr1	156591756	156591758	ENSG00000163382	NAXE
chr1	156619331	156619333	ENSG00000132702	HAPLN2
chr1	156641390	156641392	ENSG00000132692	BCAN
chr1	156728442	156728444	ENSG00000143303	RRNAD1
chr1	156750610	156750612	ENSG00000143294	PRCC
chr1	51102221	51102223	ENSG00000204006	C1orf185
chr1	51236273	51236275	ENSG00000123091	RNF11
chr1	923923	923925	ENSG00000187634	SAMD11
chr1	100038095	100038097	ENSG00000156875	MFSD14A
chr1	100133150	100133152	ENSG00000122435	TRMT13
chr1	100266216	100266218	ENSG00000137996	RTCA
chr1	91949343	91949345	ENSG00000137948	BRDT
chr1	32013868	32013870	ENSG00000121774	KHDRBS1
chr1	32072031	32072033	ENSG00000121775	TMEM39B
chr1	32108056	32108058	ENSG00000025800	KPNA6
chr1	32200595	32200597	ENSG00000160050	CCDC28B
chr1	111754832	111754834	ENSG00000064703	DDX20
chr1	92832013	92832015	ENSG00000122406	RPL5
chr1	93079235	93079237	ENSG00000143033	MTF2
chr1	223393415	223393417	ENSG00000178395	CCDC185
chr1	74235387	74235389	ENSG00000116783	TNNI3K
chr1	74733152	74733154	ENSG00000162623	TYW3
chr1	74198235	74198237	ENSG00000259030	FPGT-TNNI3K
chr1	228208044	228208046	ENSG00000154358	OBSCN
chr1	149583865	149583867	ENSG00000263464	PPIAL4C
chr1	149832659	149832661	ENSG00000270882	H4C14
chr1	149851061	149851063	ENSG00000272196	H2AC19
chr1	149852619	149852621	ENSG00000203852	H3C15
chr1	149886918	149886920	ENSG00000184260	H2AC20
chr1	149887890	149887892	ENSG00000178096	BOLA1
chr1	149782671	149782673	ENSG00000150337	FCGR1A
chr1	200872981	200872983	ENSG00000170128	GPR25
chr1	200891048	200891050	ENSG00000163362	INAVA
chr1	201190824	201190826	ENSG00000163395	IGFN1
chr1	84298366	84298368	ENSG00000203943	SAMD13
chr1	236795260	236795262	ENSG00000116984	MTR
chr1	225777813	225777815	ENSG00000143742	SRP9
chr1	225810124	225810126	ENSG00000143819	EPHX1
chr1	11012344	11012346	ENSG00000120948	TARDBP
chr1	25272393	25272395	ENSG00000187010	RHD
chr1	25338317	25338319	ENSG00000183726	TMEM50A
chr1	25430858	25430860	ENSG00000204178	MACO1
chr1	184051651	184051653	ENSG00000198860	TSEN15
chr1	156920632	156920634	ENSG00000160838	LRRC71
chr1	156815640	156815642	ENSG00000198400	NTRK1
chr1	240014348	240014350	ENSG00000155816	FMN2
chr1	150549369	150549371	ENSG00000143382	ADAMTSL4
chr1	93448131	93448133	ENSG00000137942	FNBP1L
chr1	52142089	52142091	ENSG00000157077	ZFYVE9
chr1	13583465	13583467	ENSG00000162493	PDPN
chr1	107140007	107140009	ENSG00000162631	NTNG1
chr1	227728200	227728202	ENSG00000143740	SNAP47
chr1	43978943	43978945	ENSG00000117411	B4GALT2
chr1	156579723	156579725	ENSG00000187862	TTC24
chr1	206865623	206865625	ENSG00000162891	IL20
chr1	12644085	12644087	ENSG00000204518	AADACL4
chr1	84398484	84398486	ENSG00000137976	DNASE2B
chr1	248030070	248030072	ENSG00000203663	OR2L2
chr1	248046836	248046838	ENSG00000198128	OR2L3
chr1	248231417	248231419	ENSG00000171180	OR2M4
chr1	27322163	27322165	ENSG00000186501	TMEM222
chr1	202193799	202193801	ENSG00000133067	LGR6
chr1	37793847	37793849	ENSG00000185090	MANEAL
chr1	2555639	2555641	ENSG00000157873	TNFRSF14
chr1	13171848	13171850	ENSG00000204505	PRAMEF9
chr1	110338506	110338508	ENSG00000162775	RBM15
chr1	18480930	18480932	ENSG00000179023	KLHDC7A
chr1	155208695	155208697	ENSG00000173171	MTX1
chr1	202122886	202122888	ENSG00000170075	GPR37L1
chr1	151612006	151612008	ENSG00000143376	SNX27
chr1	151710433	151710435	ENSG00000178796	RIIAD1
chr1	151762899	151762901	ENSG00000143450	OAZ3
chr1	152719522	152719524	ENSG00000198854	C1orf68
chr1	152759561	152759563	ENSG00000203786	KPRP
chr1	152775140	152775142	ENSG00000240386	LCE1F
chr1	152786214	152786216	ENSG00000186226	LCE1E
chr1	152796721	152796723	ENSG00000172155	LCE1D
chr1	35557473	35557475	ENSG00000020129	NCDN
chr1	35573314	35573316	ENSG00000116819	TFAP2E
chr1	103655760	103655762	ENSG00000237763	AMY1A
chr1	103745323	103745325	ENSG00000187733	AMY1C
chr1	45326895	45326897	ENSG00000186603	HPDL
chr1	248013660	248013662	ENSG00000197454	OR2L5
chr1	25616791	25616793	ENSG00000117643	MAN1C1
chr1	25800193	25800195	ENSG00000162430	SELENON
chr1	116111399	116111401	ENSG00000173212	MAB21L3
chr1	204828651	204828653	ENSG00000163531	NFASC
chr1	205042937	205042939	ENSG00000184144	CNTN2
chr1	109466546	109466548	ENSG00000143028	SYPL2
chr1	40477290	40477292	ENSG00000187815	ZFP69
chr1	40531573	40531575	ENSG00000117010	ZNF684
chr1	40508741	40508743	ENSG00000164002	EXO5
chr1	28553085	28553087	ENSG00000180098	TRNAU1AP
chr1	28592200	28592202	ENSG00000188060	RAB42
chr1	103553815	103553817	ENSG00000240038	AMY2B
chr1	103617427	103617429	ENSG00000243480	AMY2A
chr1	205504596	205504598	ENSG00000117266	CDK18
chr1	204516379	204516381	ENSG00000198625	MDM4
chr1	35032172	35032174	ENSG00000197056	ZMYM1
chr1	92217915	92217917	ENSG00000203910	C1orf146
chr1	92299059	92299061	ENSG00000122484	RPAP2
chr1	158831351	158831353	ENSG00000163563	MNDA
chr1	247857187	247857189	ENSG00000162722	TRIM58
chr1	247895587	247895589	ENSG00000238243	OR2W3
chr1	247924889	247924891	ENSG00000177275	OR2AJ1
chr1	247948858	247948860	ENSG00000279263	OR2L8
chr1	33472645	33472647	ENSG00000121903	ZSCAN20
chr1	248375746	248375748	ENSG00000198104	OR2T6
chr1	248145148	248145150	ENSG00000162727	OR2M5
chr1	248174821	248174823	ENSG00000198601	OR2M2
chr1	171485530	171485532	ENSG00000117523	PRRC2C
chr1	171600621	171600623	ENSG00000283683	MYOCOS
chr1	2019329	2019331	ENSG00000187730	GABRD
chr1	16004236	16004238	ENSG00000183888	SRARP
chr1	16018875	16018877	ENSG00000186510	CLCNKA
chr1	16040252	16040254	ENSG00000184908	CLCNKB
chr1	196774813	196774815	ENSG00000116785	CFHR3
chr1	196819731	196819733	ENSG00000244414	CFHR1
chr1	196888014	196888016	ENSG00000134365	CFHR4
chr1	247920252	247920254	ENSG00000177462	OR2T8
chr1	15409888	15409890	ENSG00000142634	EFHD2
chr1	15438442	15438444	ENSG00000162438	CTRC
chr1	15236521	15236523	ENSG00000142621	FHAD1
chr1	247738615	247738617	ENSG00000153230	OR14K1
chr1	158461574	158461576	ENSG00000173285	OR10K1
chr1	32539427	32539429	ENSG00000160062	ZBTB8A
chr1	158754720	158754722	ENSG00000180433	OR6K6
chr1	65419	65421	ENSG00000186092	OR4F5
chr1	248508073	248508075	ENSG00000188558	OR2G6
chr1	236664141	236664143	ENSG00000077522	ACTN2
chr1	248445512	248445514	ENSG00000196240	OR2T2
chr1	248197265	248197267	ENSG00000228198	OR2M3
chr1	158605268	158605270	ENSG00000198967	OR10Z1
chr1	158472220	158472222	ENSG00000198965	OR10R2
chr1	150926263	150926265	ENSG00000143379	SETDB1
chr1	150982249	150982251	ENSG00000143412	ANXA9
chr1	151008420	151008422	ENSG00000143363	PRUNE1
chr1	151036321	151036323	ENSG00000163141	BNIPL
chr1	151047751	151047753	ENSG00000143443	C1orf56
chr1	151060397	151060399	ENSG00000213190	MLLT11
chr1	181088700	181088702	ENSG00000162783	IER5
chr1	181033983	181033985	ENSG00000153029	MR1
chr1	156193932	156193934	ENSG00000160785	SLC25A44
chr1	241532134	241532136	ENSG00000117009	KMO
chr1	10210570	10210572	ENSG00000054523	KIF1B
chr1	1512162	1512164	ENSG00000197785	ATAD3A
chr1	1615454	1615456	ENSG00000197530	MIB2
