gene	distance	cell
ENSG00000197745	13049	A549
ENSG00000149021	25994	A549
ENSG00000124942	27259	A549
ENSG00000124942	6725	A549
ENSG00000149480	1512	A549
ENSG00000149541	84	A549
ENSG00000162194	197	A549
ENSG00000162188	1421	A549
ENSG00000133316	8469	A549
ENSG00000168003	24611	A549
ENSG00000168003	24912	A549
ENSG00000168003	25283	A549
ENSG00000133321	8926	A549
ENSG00000133328	2451	A549
ENSG00000168005	21450	A549
ENSG00000133315	19810	A549
ENSG00000133315	12060	A549
ENSG00000173264	761	A549
ENSG00000219435	654	A549
ENSG00000173153	520	A549
ENSG00000162302	78084	A549
ENSG00000168065	35801	A549
ENSG00000171219	1026	A549
ENSG00000110047	104	A549
ENSG00000110047	9399	A549
ENSG00000110047	14832	A549
ENSG00000213465	246	A549
ENSG00000149823	6622	A549
ENSG00000126391	4010	A549
ENSG00000126391	32459	A549
ENSG00000126391	34356	A549
ENSG00000126391	35740	A549
ENSG00000126391	37187	A549
ENSG00000126391	67965	A549
ENSG00000142186	25968	A549
ENSG00000172977	62	A549
ENSG00000172732	7085	A549
ENSG00000172732	3056	A549
ENSG00000172500	35	A549
ENSG00000175592	1037	A549
ENSG00000175294	3753	A549
ENSG00000174791	26	A549
ENSG00000174576	596	A549
ENSG00000248643	2520	A549
ENSG00000239306	2520	A549
ENSG00000173914	17012	A549
ENSG00000173227	12387	A549
ENSG00000173156	25598	A549
ENSG00000175482	7101	A549
ENSG00000110711	3817	A549
ENSG00000132744	5537	A549
ENSG00000006534	1485	A549
ENSG00000006534	5641	A549
ENSG00000110066	14423	A549
ENSG00000110075	371	A549
ENSG00000284713	34229	A549
ENSG00000284713	32453	A549
ENSG00000284713	5501	A549
ENSG00000172927	100927	A549
ENSG00000110092	139076	A549
ENSG00000110092	130240	A549
ENSG00000149716	3739	A549
ENSG00000186895	9421	A549
ENSG00000085733	215747	A549
ENSG00000085733	245320	A549
ENSG00000085733	371015	A549
ENSG00000162105	7564	A549
ENSG00000172890	21317	A549
ENSG00000214534	18499	A549
ENSG00000137522	15977	A549
ENSG00000137497	33725	A549
ENSG00000186642	30299	A549
ENSG00000168010	17179	A549
ENSG00000171631	21277	A549
ENSG00000168014	35017	A549
ENSG00000077514	11035	A549
ENSG00000261594	41932	A549
ENSG00000137486	4829	A549
ENSG00000158555	48425	A549
ENSG00000182704	1605	A549
ENSG00000178301	28365	A549
ENSG00000074201	13793	A549
ENSG00000149262	228	A549
ENSG00000149256	271929	A549
ENSG00000149256	1593169	A549
ENSG00000137500	418	A549
ENSG00000137500	375196	A549
ENSG00000137500	499077	A549
ENSG00000150672	283201	A549
ENSG00000150672	141033	A549
ENSG00000171204	343729	A549
ENSG00000074266	408	A549
ENSG00000149196	33078	A549
ENSG00000149201	125410	A549
ENSG00000151376	5687	A549
ENSG00000151376	47707	A549
ENSG00000166575	8638	A549
ENSG00000166575	566366	A549
ENSG00000110172	716397	A549
ENSG00000165323	652774	A549
ENSG00000165323	438344	A549
ENSG00000165323	88727	A549
ENSG00000165323	360671	A549
ENSG00000134640	50700	A549
ENSG00000235268	10092	A549
ENSG00000263465	1061	A549
ENSG00000077458	220383	A549
ENSG00000184384	159684	A549
ENSG00000183340	785374	A549
ENSG00000183340	1301721	A549
ENSG00000149972	1277442	A549
ENSG00000149972	459384	A549
ENSG00000165895	174748	A549
ENSG00000165895	2181	A549
ENSG00000165895	119601	A549
ENSG00000137672	149390	A549
ENSG00000023445	60692	A549
ENSG00000187240	412187	A549
ENSG00000182359	152653	A549
ENSG00000152402	140692	A549
ENSG00000152402	214106	A549
ENSG00000166266	22872	A549
ENSG00000149311	111953	A549
ENSG00000178105	16422	A549
ENSG00000178105	283036	A549
ENSG00000185742	79602	A549
ENSG00000149289	70356	A549
ENSG00000150750	17612	A549
ENSG00000137707	1571	A549
ENSG00000170145	11085	A549
ENSG00000137713	46526	A549
ENSG00000149292	29684	A549
ENSG00000170209	2857	A549
ENSG00000149295	27921	A549
ENSG00000166741	58837	A549
ENSG00000110274	20098	A549
ENSG00000255274	4796	A549
ENSG00000177098	7727	A549
ENSG00000110375	4148	A549
ENSG00000110375	3535	A549
ENSG00000036672	5009	A549
ENSG00000110400	58141	A549
ENSG00000110400	207551	A549
ENSG00000137699	112573	A549
ENSG00000196914	648	A549
ENSG00000259571	226135	A549
ENSG00000109943	73158	A549
ENSG00000166257	52470	A549
ENSG00000166257	37146	A549
ENSG00000197849	18319	A549
ENSG00000150455	5918	A549
ENSG00000149571	31259	A549
ENSG00000151715	189457	A549
ENSG00000196323	7829	A549
ENSG00000120451	33418	A549
ENSG00000139044	64643	A549
ENSG00000171840	92678	A549
ENSG00000060237	95119	A549
ENSG00000002016	18	A549
ENSG00000082805	173	A549
ENSG00000151065	385732	A549
ENSG00000004478	97386	A549
ENSG00000111203	122	A549
ENSG00000111218	81025	A549
ENSG00000118971	156339	A549
ENSG00000078237	13453	A549
ENSG00000130037	96113	A549
ENSG00000067182	5542	A549
ENSG00000067182	2698	A549
ENSG00000010292	14088	A549
ENSG00000111640	249	A549
ENSG00000111678	4683	A549
ENSG00000111678	764	A549
ENSG00000111684	20853	A549
ENSG00000187569	14514	A549
ENSG00000173262	3204	A549
ENSG00000059804	29289	A549
ENSG00000065970	28795	A549
ENSG00000139187	5905	A549
ENSG00000184293	2813	A549
ENSG00000188393	20792	A549
ENSG00000150048	25341	A549
ENSG00000165685	16553	A549
ENSG00000213809	27593	A549
ENSG00000213809	17984	A549
ENSG00000060138	6297	A549
ENSG00000060138	5460	A549
ENSG00000212128	9333	A549
ENSG00000230657	18347	A549
ENSG00000251655	13592	A549
ENSG00000121335	12497	A549
ENSG00000139083	13849	A549
ENSG00000139083	180730	A549
ENSG00000121380	2913	A549
ENSG00000121380	2157	A549
ENSG00000165714	88654	A549
ENSG00000111266	93048	A549
ENSG00000111269	3048	A549
ENSG00000111305	3583	A549
ENSG00000273079	292147	A549
ENSG00000121316	84659	A549
ENSG00000121316	78780	A549
ENSG00000121316	67975	A549
ENSG00000197837	961	A549
ENSG00000151490	212868	A549
ENSG00000151491	153	A549
ENSG00000023697	25183	A549
ENSG00000048540	188115	A549
ENSG00000111404	341176	A549
ENSG00000139144	106408	A549
ENSG00000139144	143322	A549
ENSG00000052126	32495	A549
ENSG00000139154	27670	A549
ENSG00000172572	106792	A549
ENSG00000257046	68815	A549
ENSG00000285854	70	A549
ENSG00000121361	44100	A549
ENSG00000111728	31140	A549
ENSG00000139163	205742	A549
ENSG00000118308	9705	A549
ENSG00000118308	49668	A549
ENSG00000152936	184972	A549
ENSG00000123094	41350	A549
ENSG00000064115	37325	A549
ENSG00000064115	974	A549
ENSG00000110841	25686	A549
ENSG00000110841	26288	A549
ENSG00000123106	99423	A549
ENSG00000064763	15185	A549
ENSG00000110900	594	A549
ENSG00000139146	137889	A549
ENSG00000151746	141798	A549
ENSG00000057294	4729	A549
ENSG00000139133	206780	A549
ENSG00000139117	210682	A549
ENSG00000139117	225964	A549
ENSG00000151229	77230	A549
ENSG00000188906	37492	A549
ENSG00000205592	15910	A549
ENSG00000205592	81208	A549
ENSG00000018236	139552	A549
ENSG00000018236	246295	A549
ENSG00000139173	193120	A549
ENSG00000184613	6552	A549
ENSG00000189079	84290	A549
ENSG00000189079	1947	A549
ENSG00000139218	67461	A549
ENSG00000111371	161042	A549
ENSG00000111371	143495	A549
ENSG00000134294	10791	A549
ENSG00000134294	204551	A549
ENSG00000139209	35578	A549
ENSG00000139209	83348	A549
ENSG00000139211	8326	A549
ENSG00000139211	224189	A549
ENSG00000005175	195956	A549
ENSG00000005175	149328	A549
ENSG00000079337	9501	A549
ENSG00000111424	28050	A549
ENSG00000139219	12582	A549
ENSG00000177875	12464	A549
ENSG00000172640	7241	A549
ENSG00000167528	3925	A549
ENSG00000139223	6847	A549
ENSG00000167531	31950	A549
ENSG00000123416	844	A549
ENSG00000135406	3757	A549
ENSG00000139644	33736	A549
ENSG00000139624	2931	A549
ENSG00000050405	46055	A549
ENSG00000161813	42866	A549
ENSG00000161813	11464	A549
ENSG00000185958	21823	A549
ENSG00000123268	14622	A549
ENSG00000123268	162	A549
ENSG00000185432	4864	A549
ENSG00000167767	15481	A549
ENSG00000205426	10123	A549
ENSG00000170523	17209	A549
ENSG00000161849	2439	A549
ENSG00000170484	9086	A549
ENSG00000186442	4761	A549
ENSG00000170423	31265	A549
ENSG00000111057	43633	A549
ENSG00000167778	115	A549
ENSG00000094914	6603	A549
ENSG00000197111	254	A549
ENSG00000139625	363	A549
ENSG00000135390	6858	A549
ENSG00000123364	23277	A549
ENSG00000198353	1117	A549
ENSG00000123415	2554	A549
ENSG00000123415	41610	A549
ENSG00000139572	4982	A549
ENSG00000170605	46215	A549
ENSG00000170473	5421	A549
ENSG00000197728	376	A549
ENSG00000065361	2404	A549
ENSG00000110958	371	A549
ENSG00000166856	13955	A549
ENSG00000166863	14789	A549
ENSG00000166888	501	A549
ENSG00000123384	472	A549
ENSG00000179912	32913	A549
ENSG00000175189	52254	A549
ENSG00000139269	6087	A549
ENSG00000166987	1475	A549
ENSG00000135454	503	A549
ENSG00000135452	11591	A549
ENSG00000037897	20	A549
ENSG00000166896	356753	A549
ENSG00000139263	414267	A549
ENSG00000139263	31075	A549
ENSG00000139263	12279	A549
ENSG00000139263	121582	A549
ENSG00000118596	241850	A549
ENSG00000118596	237871	A549
ENSG00000198673	1271311	A549
ENSG00000198673	498583	A549
ENSG00000198673	493016	A549
ENSG00000061987	135703	A549
ENSG00000166148	68963	A549
ENSG00000174206	92248	A549
ENSG00000183735	882	A549
ENSG00000153179	15037	A549
ENSG00000135677	117269	A549
ENSG00000135677	45136	A549
ENSG00000156076	136976	A549
ENSG00000149948	184283	A549
ENSG00000139233	115361	A549
ENSG00000139233	7449	A549
ENSG00000111530	194834	A549
ENSG00000111537	117022	A549
ENSG00000111554	115985	A549
ENSG00000135679	20302	A549
ENSG00000135679	7778	A549
ENSG00000135679	138	A549
ENSG00000135678	2622	A549
ENSG00000166225	443	A549
ENSG00000166226	18441	A549
ENSG00000111596	151484	A549
ENSG00000127329	116267	A549
ENSG00000153233	37947	A549
ENSG00000139292	60505	A549
ENSG00000080371	28723	A549
ENSG00000072657	887812	A549
ENSG00000253719	978082	A549
ENSG00000253719	845782	A549
ENSG00000253719	427001	A549
ENSG00000253719	6883	A549
ENSG00000166006	261992	A549
ENSG00000166006	29574	A549
ENSG00000173401	4172	A549
ENSG00000180481	38	A549
ENSG00000180481	42100	A549
ENSG00000139289	16070	A549
ENSG00000139289	103	A549
ENSG00000187109	54346	A549
ENSG00000091039	14464	A549
ENSG00000091039	141	A549
ENSG00000091039	19147	A549
ENSG00000091039	48687	A549
ENSG00000186908	35685	A549
ENSG00000175183	28347	A549
ENSG00000165891	294	A549
ENSG00000067798	3740	A549
ENSG00000067798	93083	A549
ENSG00000067798	362131	A549
ENSG00000067715	706219	A549
ENSG00000067715	117295	A549
ENSG00000177425	107472	A549
ENSG00000058272	23506	A549
ENSG00000058272	39991	A549
ENSG00000111049	61138	A549
ENSG00000179104	848774	A549
ENSG00000198774	154792	A549
ENSG00000198774	79646	A549
ENSG00000182050	517836	A549
ENSG00000182050	680411	A549
ENSG00000165805	797055	A549
ENSG00000049130	10530	A549
ENSG00000049130	24659	A549
ENSG00000049130	45576	A549
ENSG00000139318	124474	A549
ENSG00000139318	33059	A549
ENSG00000259075	3	A549
ENSG00000070961	578313	A549
ENSG00000133639	242489	A549
ENSG00000133639	110570	A549
ENSG00000133639	332	A549
ENSG00000187510	168187	A549
ENSG00000187510	109979	A549
ENSG00000187510	108774	A549
ENSG00000187510	81253	A549
ENSG00000187510	60013	A549
ENSG00000187510	81373	A549
ENSG00000102189	35394	A549
ENSG00000102189	44252	A549
ENSG00000173598	143413	A549
ENSG00000173598	111068	A549
ENSG00000169372	51844	A549
ENSG00000136040	117920	A549
ENSG00000173588	141226	A549
ENSG00000057704	141596	A549
ENSG00000028203	244	A549
ENSG00000028203	9429	A549
ENSG00000028203	102074	A549
ENSG00000074527	307	A549
ENSG00000111144	8	A549
ENSG00000111145	19390	A549
ENSG00000111145	25194	A549
ENSG00000188596	72233	A549
ENSG00000139350	311913	A549
ENSG00000120802	640084	A549
ENSG00000120802	169795	A549
ENSG00000120802	11386	A549
ENSG00000075415	12784	A549
ENSG00000075415	7296	A549
ENSG00000166130	56	A549
ENSG00000180219	150197	A549
ENSG00000180219	10370	A549
ENSG00000111647	61159	A549
ENSG00000136048	21801	A549
ENSG00000136048	175	A549
ENSG00000017427	85770	A549
ENSG00000179088	27670	A549
ENSG00000204954	5676	A549
ENSG00000255150	16497	A549
ENSG00000171310	23570	A549
ENSG00000171310	130409	A549
ENSG00000171310	171480	A549
ENSG00000136044	17747	A549
ENSG00000136044	37507	A549
ENSG00000074590	183045	A549
ENSG00000151136	1851	A549
ENSG00000151136	61602	A549
ENSG00000151136	67227	A549
ENSG00000136045	166355	A549
ENSG00000174600	14134	A549
ENSG00000198855	31384	A549
ENSG00000136003	164	A549
ENSG00000110880	26377	A549
ENSG00000084112	58816	A549
ENSG00000110887	23083	A549
ENSG00000110887	48677	A549
ENSG00000166111	70408	A549
ENSG00000166111	25135	A549
ENSG00000135093	29252	A549
ENSG00000076555	83579	A549
ENSG00000111199	5874	A549
ENSG00000174456	3	A549
ENSG00000122970	15935	A549
ENSG00000122970	14714	A549
ENSG00000174437	32660	A549
ENSG00000174437	59817	A549
ENSG00000204856	761	A549
ENSG00000111249	100483	A549
ENSG00000173064	70482	A549
ENSG00000111344	19553	A549
ENSG00000122965	21751	A549
ENSG00000089225	136549	A549
ENSG00000135111	96668	A549
ENSG00000135111	573654	A549
ENSG00000135111	645933	A549
ENSG00000135111	791017	A549
ENSG00000123066	609947	A549
ENSG00000123066	126072	A549
ENSG00000258102	113638	A549
ENSG00000171435	111552	A549
ENSG00000089220	82305	A549
ENSG00000111707	3308	A549
ENSG00000111707	109	A549
ENSG00000183273	34844	A549
ENSG00000183273	53171	A549
ENSG00000111725	78	A549
ENSG00000089157	8	A549
ENSG00000089163	10337	A549
ENSG00000110917	169	A549
ENSG00000157837	1424	A549
ENSG00000135100	1848	A549
ENSG00000135100	5864	A549
ENSG00000256950	9103	A549
ENSG00000110987	22180	A549
ENSG00000175727	17815	A549
ENSG00000130779	20706	A549
ENSG00000150967	19149	A549
ENSG00000090975	24468	A549
ENSG00000130921	305	A549
ENSG00000130921	5675	A549
ENSG00000188026	20021	A549
ENSG00000086598	16492	A549
ENSG00000196498	221223	A549
ENSG00000196498	133226	A549
ENSG00000196498	113143	A549
ENSG00000196498	71829	A549
ENSG00000196498	23720	A549
ENSG00000196498	71043	A549
ENSG00000150991	399	A549
ENSG00000150991	1916	A549
ENSG00000150990	13362	A549
ENSG00000181234	1370497	A549
ENSG00000151948	15325	A549
ENSG00000111450	79424	A549
ENSG00000111452	328619	A549
ENSG00000061936	26740	A549
ENSG00000061936	9530	A549
ENSG00000198598	32468	A549
ENSG00000112787	56355	A549
ENSG00000198033	837357	A549
ENSG00000198033	356720	A549
ENSG00000121741	32915	A549
ENSG00000121742	131568	A549
ENSG00000173141	56356	A549
ENSG00000151835	108006	A549
ENSG00000151835	40464	A549
ENSG00000151835	33830	A549
ENSG00000027001	31960	A549
ENSG00000102699	10254	A549
ENSG00000075673	58010	A549
ENSG00000075673	30466	A549
ENSG00000151849	47325	A549
ENSG00000165566	49907	A549
ENSG00000132975	153923	A549
ENSG00000122035	64568	A549
ENSG00000122033	165	A549
ENSG00000139618	148938	A549
ENSG00000139618	125705	A549
ENSG00000133119	122725	A549
ENSG00000133119	375502	A549
ENSG00000180660	122715	A549
ENSG00000120697	1272	A549
ENSG00000133107	45184	A549
ENSG00000133115	69442	A549
ENSG00000150907	432652	A549
ENSG00000150907	332980	A549
ENSG00000150907	280666	A549
ENSG00000120688	270	A549
ENSG00000165572	12722	A549
ENSG00000102760	54637	A549
ENSG00000102763	157647	A549
ENSG00000133106	10758	A549
ENSG00000083635	71354	A549
ENSG00000188342	16344	A549
ENSG00000174015	51502	A549
ENSG00000174015	70710	A549
ENSG00000136141	62445	A549
ENSG00000136143	369265	A549
ENSG00000136146	12864	A549
ENSG00000136146	7171	A549
ENSG00000136146	15104	A549
ENSG00000136156	75800	A549
ENSG00000152207	34338	A549
ENSG00000204977	1000	A549
ENSG00000198553	198346	A549
ENSG00000198553	408540	A549
ENSG00000186047	313781	A549
ENSG00000186047	111811	A549
ENSG00000102786	83731	A549
ENSG00000139668	414	A549
ENSG00000139668	12325	A549
ENSG00000253797	1933	A549
ENSG00000136098	34745	A549
ENSG00000136114	8848	A549
ENSG00000139675	24841	A549
ENSG00000204919	1821765	A549
ENSG00000204919	628269	A549
ENSG00000139734	1173191	A549
ENSG00000197991	206685	A549
ENSG00000184226	237448	A549
ENSG00000184226	147198	A549
ENSG00000150361	998207	A549
ENSG00000150361	120284	A549
ENSG00000276644	230336	A549
ENSG00000136122	26170	A549
ENSG00000102554	20807	A549
ENSG00000102554	458570	A549
ENSG00000118922	529882	A549
ENSG00000136111	151758	A549
ENSG00000118939	22221	A549
ENSG00000136153	432904	A549
ENSG00000178695	363914	A549
ENSG00000152192	93068	A549
ENSG00000102471	159521	A549
ENSG00000136158	760062	A549
ENSG00000178235	59201	A549
ENSG00000184564	690702	A549
ENSG00000184564	65799	A549
ENSG00000184564	784288	A549
ENSG00000165300	1565913	A549
ENSG00000179399	1047244	A549
ENSG00000179399	806324	A549
ENSG00000183098	8833	A549
ENSG00000080166	133790	A549
ENSG00000125285	220664	A549
ENSG00000102580	71436	A549
ENSG00000102572	82440	A549
ENSG00000088386	81709	A549
ENSG00000134882	25505	A549
ENSG00000175198	38241	A549
ENSG00000175198	3929	A549
ENSG00000175198	30	A549
ENSG00000125247	124124	A549
ENSG00000125247	272022	A549
ENSG00000102452	207038	A549
ENSG00000139780	7068	A549
ENSG00000125255	481519	A549
ENSG00000041515	157735	A549
ENSG00000041515	376430	A549
ENSG00000185950	566817	A549
ENSG00000134871	248559	A549
ENSG00000134871	182454	A549
ENSG00000088448	37202	A549
ENSG00000182968	44749	A549
ENSG00000182968	122831	A549
ENSG00000153531	4102	A549
ENSG00000184497	34181	A549
ENSG00000183087	5807	A549
ENSG00000183087	13874	A549
ENSG00000185989	8818	A549
ENSG00000198824	29352	A549
ENSG00000222036	82300	A549
ENSG00000222036	86272	A549
ENSG00000222036	195933	A549
ENSG00000187537	198148	A549
ENSG00000187537	96540	A549
ENSG00000187537	87911	A549
ENSG00000187537	84028	A549
ENSG00000100814	2166	A549
ENSG00000129484	239	A549
ENSG00000198805	477	A549
ENSG00000258436	18558	A549
ENSG00000181803	16082	A549
ENSG00000181803	8493	A549
ENSG00000181562	5830	A549
ENSG00000129538	17445	A549
ENSG00000165792	16305	A549
ENSG00000165804	5778	A549
ENSG00000165804	724	A549
ENSG00000232070	4983	A549
ENSG00000232070	5639	A549
ENSG00000100888	18	A549
ENSG00000100888	18938	A549
ENSG00000129472	32	A549
ENSG00000129562	37480	A549
ENSG00000155463	35516	A549
ENSG00000100867	1535	A549
ENSG00000100867	39310	A549
ENSG00000100867	40035	A549
ENSG00000100867	93786	A549
ENSG00000205978	2388	A549
ENSG00000100448	33642	A549
ENSG00000139910	537207	A549
ENSG00000139910	139138	A549
ENSG00000092140	305868	A549
ENSG00000129493	113831	A549
ENSG00000100852	54633	A549
ENSG00000100852	9847	A549
ENSG00000100852	48359	A549
ENSG00000151320	15823	A549
ENSG00000129521	84639	A549
ENSG00000165389	163913	A549
ENSG00000165389	41053	A549
ENSG00000129518	6893	A549
ENSG00000129518	16032	A549
ENSG00000165410	30656	A549
ENSG00000165410	69272	A549
ENSG00000198604	33887	A549
ENSG00000198604	32144	A549
ENSG00000100902	63711	A549
ENSG00000100902	13639	A549
ENSG00000100902	58054	A549
ENSG00000100906	19037	A549
ENSG00000168348	38602	A549
ENSG00000174373	83022	A549
ENSG00000100916	8637	A549
ENSG00000100916	6020	A549
ENSG00000198807	1132	A549
ENSG00000198807	112854	A549
ENSG00000198807	163078	A549
ENSG00000183032	227346	A549
ENSG00000183032	277	A549
ENSG00000129514	114064	A549
ENSG00000139865	20998	A549
ENSG00000100934	16984	A549
ENSG00000100941	12952	A549
ENSG00000150527	36873	A549
ENSG00000165379	468737	A549
ENSG00000189139	861818	A549
ENSG00000189139	398364	A549
ENSG00000129534	26	A549
ENSG00000129534	532145	A549
ENSG00000129534	539902	A549
ENSG00000165501	162	A549
ENSG00000165506	628	A549
ENSG00000151748	64469	A549
ENSG00000100505	27308	A549
ENSG00000139926	93419	A549
ENSG00000139926	57	A549
ENSG00000139926	55646	A549
ENSG00000186469	56551	A549
ENSG00000180998	49073	A549
ENSG00000100523	30742	A549
ENSG00000100523	338430	A549
ENSG00000100523	401303	A549
ENSG00000126787	21120	A549
ENSG00000182521	42660	A549
ENSG00000165588	143615	A549
ENSG00000070367	267	A549
ENSG00000053770	7277	A549
ENSG00000100557	43538	A549
ENSG00000139971	62131	A549
ENSG00000032219	10076	A549
ENSG00000032219	368	A549
ENSG00000196860	14053	A549
ENSG00000100578	8482	A549
ENSG00000100612	9553	A549
ENSG00000126814	101235	A549
ENSG00000027075	61388	A549
ENSG00000258989	5086	A549
ENSG00000258989	57845	A549
ENSG00000139973	153060	A549
ENSG00000140015	352905	A549
ENSG00000140015	310328	A549
ENSG00000054654	11321	A549
ENSG00000140009	233474	A549
ENSG00000257365	18508	A549
ENSG00000196553	397215	A549
ENSG00000196553	395900	A549
ENSG00000196553	306815	A549
ENSG00000171723	3513	A549
ENSG00000172717	256238	A549
ENSG00000198133	37155	A549
ENSG00000182185	284935	A549
ENSG00000182185	320486	A549
ENSG00000185650	331946	A549
ENSG00000185650	503	A549
ENSG00000185650	1620	A549
